study_accession	sample_accession	experiment_accession	run_accession	library_strategy	read_count	experiment_title	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	sra_aspera	sample_alias	sample_title
PRJEB6070	SAMEA2467009	ERX444871	ERR479039	WGS	10054564	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479039/ERR479039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479039/ERR479039_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479039/ERR479039_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479039/ERR479039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479039/CCIS15704761ST-4-0_11s002757-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479039/CCIS15704761ST-4-0_11s002757-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479039	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479039	CCIS15704761ST-4-0	Human stool sample
PRJEB6070	SAMEA2467009	ERX444872	ERR479040	WGS	9212621	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479040/ERR479040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479040/ERR479040_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479040/ERR479040_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479040/ERR479040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479040/CCIS15704761ST-4-0_11s002757-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479040/CCIS15704761ST-4-0_11s002757-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479040	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479040	CCIS15704761ST-4-0	Human stool sample
PRJEB6070	SAMEA2466888	ERX444873	ERR479041	WGS	8530610	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479041/ERR479041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479041/ERR479041_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479041/ERR479041_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479041/ERR479041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479041/CCIS15794887ST-4-0_11s004152-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479041/CCIS15794887ST-4-0_11s004152-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479041	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479041	CCIS15794887ST-4-0	Human stool sample
PRJEB6070	SAMEA2466888	ERX444874	ERR479042	WGS	10799452	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479042/ERR479042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479042/ERR479042_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479042/ERR479042_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479042/ERR479042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479042/CCIS15794887ST-4-0_11s004152-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479042/CCIS15794887ST-4-0_11s004152-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479042	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479042	CCIS15794887ST-4-0	Human stool sample
PRJEB6070	SAMEA2466961	ERX444875	ERR479043	WGS	12495263	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479043/ERR479043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479043/ERR479043_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479043/ERR479043_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479043/ERR479043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479043/CCIS16326685ST-4-0_11s003723-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479043/CCIS16326685ST-4-0_11s003723-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479043	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479043	CCIS16326685ST-4-0	Human stool sample
PRJEB6070	SAMEA2466961	ERX444876	ERR479044	WGS	11504800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479044/ERR479044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479044/ERR479044_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479044/ERR479044_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479044/ERR479044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479044/CCIS16326685ST-4-0_11s003723-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479044/CCIS16326685ST-4-0_11s003723-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479044	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479044	CCIS16326685ST-4-0	Human stool sample
PRJEB6070	SAMEA2467017	ERX444877	ERR479045	WGS	9059421	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479045/ERR479045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479045/ERR479045_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479045/ERR479045_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479045/ERR479045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479045/CCIS16383318ST-4-0_13s007963-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479045/CCIS16383318ST-4-0_13s007963-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479045	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479045	CCIS16383318ST-4-0	Human stool sample
PRJEB6070	SAMEA2467017	ERX444878	ERR479046	WGS	9094290	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479046/ERR479046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479046/ERR479046_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479046/ERR479046_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479046/ERR479046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479046/CCIS16383318ST-4-0_13s007963-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479046/CCIS16383318ST-4-0_13s007963-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479046	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479046	CCIS16383318ST-4-0	Human stool sample
PRJEB6070	SAMEA2467017	ERX444879	ERR479047	WGS	9071413	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479047/ERR479047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479047/ERR479047_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479047/ERR479047_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479047/ERR479047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479047/CCIS16383318ST-4-0_13s007963-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479047/CCIS16383318ST-4-0_13s007963-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479047	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479047	CCIS16383318ST-4-0	Human stool sample
PRJEB6070	SAMEA2467017	ERX444880	ERR479048	WGS	9013185	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479048/ERR479048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479048/ERR479048_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479048/ERR479048_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479048/ERR479048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479048/CCIS16383318ST-4-0_13s007963-4-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479048/CCIS16383318ST-4-0_13s007963-4-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479048	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479048	CCIS16383318ST-4-0	Human stool sample
PRJEB6070	SAMEA2466890	ERX444881	ERR479049	WGS	10274631	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479049/ERR479049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479049/ERR479049_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479049/ERR479049_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479049/ERR479049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479049/CCIS16561622ST-4-0_12s006295-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479049/CCIS16561622ST-4-0_12s006295-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479049	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479049	CCIS16561622ST-4-0	Human stool sample
PRJEB6070	SAMEA2466890	ERX444882	ERR479050	WGS	10302559	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479050/ERR479050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479050/ERR479050_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479050/ERR479050_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479050/ERR479050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479050/CCIS16561622ST-4-0_12s006295-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479050/CCIS16561622ST-4-0_12s006295-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479050	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479050	CCIS16561622ST-4-0	Human stool sample
PRJEB6070	SAMEA2466890	ERX444883	ERR479051	WGS	10518271	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479051/ERR479051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479051/ERR479051_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479051/ERR479051_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479051/ERR479051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479051/CCIS16561622ST-4-0_12s006295-2-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479051/CCIS16561622ST-4-0_12s006295-2-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479051	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479051	CCIS16561622ST-4-0	Human stool sample
PRJEB6070	SAMEA2466890	ERX444884	ERR479052	WGS	10184830	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479052/ERR479052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479052/ERR479052_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479052/ERR479052_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479052/ERR479052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479052/CCIS16561622ST-4-0_12s006295-2-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479052/CCIS16561622ST-4-0_12s006295-2-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479052	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479052	CCIS16561622ST-4-0	Human stool sample
PRJEB6070	SAMEA2466904	ERX444885	ERR479053	WGS	6179177	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479053/ERR479053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479053/ERR479053_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479053/ERR479053_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479053/ERR479053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479053/CCIS17669415ST-4-0_11s002737-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479053/CCIS17669415ST-4-0_11s002737-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479053	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479053	CCIS17669415ST-4-0	Human stool sample
PRJEB6070	SAMEA2466904	ERX444886	ERR479054	WGS	5428385	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479054/ERR479054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479054/ERR479054_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479054/ERR479054_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479054/ERR479054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479054/CCIS17669415ST-4-0_11s002737-1-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479054/CCIS17669415ST-4-0_11s002737-1-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479054	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479054	CCIS17669415ST-4-0	Human stool sample
PRJEB6070	SAMEA2466904	ERX444887	ERR479055	WGS	9490912	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479055/ERR479055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479055/ERR479055_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479055/ERR479055_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479055/ERR479055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479055/CCIS17669415ST-4-0_11s004155-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479055/CCIS17669415ST-4-0_11s004155-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479055	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479055	CCIS17669415ST-4-0	Human stool sample
PRJEB6070	SAMEA2466904	ERX444888	ERR479056	WGS	9440305	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479056/ERR479056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479056/ERR479056_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479056/ERR479056_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479056/ERR479056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479056/CCIS17669415ST-4-0_11s004155-2-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479056/CCIS17669415ST-4-0_11s004155-2-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479056	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479056	CCIS17669415ST-4-0	Human stool sample
PRJEB6070	SAMEA2466893	ERX444889	ERR479057	WGS	7332686	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479057/ERR479057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479057/ERR479057_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479057/ERR479057_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479057/ERR479057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479057/CCIS19142497ST-3-0_11s002716-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479057/CCIS19142497ST-3-0_11s002716-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479057	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479057	CCIS19142497ST-3-0	Human stool sample
PRJEB6070	SAMEA2466893	ERX444890	ERR479058	WGS	5601300	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479058/ERR479058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479058/ERR479058_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479058/ERR479058_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479058/ERR479058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479058/CCIS19142497ST-3-0_11s002716-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479058/CCIS19142497ST-3-0_11s002716-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479058	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479058	CCIS19142497ST-3-0	Human stool sample
PRJEB6070	SAMEA2467027	ERX444891	ERR479059	WGS	6388662	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479059/ERR479059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479059/ERR479059_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479059/ERR479059_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479059/ERR479059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479059/CCIS20795251ST-4-0_13s007944-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479059/CCIS20795251ST-4-0_13s007944-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479059	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479059	CCIS20795251ST-4-0	Human stool sample
PRJEB6070	SAMEA2467027	ERX444892	ERR479060	WGS	6314888	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479060/ERR479060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479060/ERR479060_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479060/ERR479060_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479060/ERR479060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479060/CCIS20795251ST-4-0_13s007944-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479060/CCIS20795251ST-4-0_13s007944-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479060	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479060	CCIS20795251ST-4-0	Human stool sample
PRJEB6070	SAMEA2467027	ERX444893	ERR479061	WGS	6303572	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479061/ERR479061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479061/ERR479061_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479061/ERR479061_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479061/ERR479061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479061/CCIS20795251ST-4-0_13s007944-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479061/CCIS20795251ST-4-0_13s007944-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479061	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479061	CCIS20795251ST-4-0	Human stool sample
PRJEB6070	SAMEA2467027	ERX444894	ERR479062	WGS	6351148	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479062/ERR479062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479062/ERR479062_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479062/ERR479062_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479062/ERR479062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479062/CCIS20795251ST-4-0_13s007944-4-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479062/CCIS20795251ST-4-0_13s007944-4-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479062	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479062	CCIS20795251ST-4-0	Human stool sample
PRJEB6070	SAMEA2466903	ERX444895	ERR479063	WGS	16095802	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479063/ERR479063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479063/ERR479063_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479063/ERR479063_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479063/ERR479063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479063/CCIS21126322ST-4-0_11s004154-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479063/CCIS21126322ST-4-0_11s004154-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479063	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479063	CCIS21126322ST-4-0	Human stool sample
PRJEB6070	SAMEA2466903	ERX444896	ERR479064	WGS	20061739	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479064/ERR479064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/ERR479064/ERR479064_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479064/ERR479064_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR479/ERR479064/ERR479064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479064/CCIS21126322ST-4-0_11s004154-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR479/ERR479064/CCIS21126322ST-4-0_11s004154-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR479/ERR479064	fasp.sra.ebi.ac.uk:/vol1/err/ERR479/ERR479064	CCIS21126322ST-4-0	Human stool sample
